"FileName","Species","Treatment","Dilution","Time","Replicate","CPML","CyanoCount","DebrisCount","ParticleCount","OtherCount","MarginCount","FParticleCount","OParticleCount","CyanoAbundance","Time2"
"#_4_100_3","4","100",2000,2017-05-09,"3",332.527009399062,4791,80,5166,295,204,5370,5657,563244.44123419,43
"#_4_50_1","4","50",2000,2017-05-09,"1",388.779695794878,4744,81,5133,308,243,5376,5637,654380.300461558,43
"#_4_50_2","4","50",2000,2017-05-09,"2",361.28649230735,4801,223,5342,318,216,5558,5877,590279.547240969,43
"#_4_50_3","4","50",2000,2017-05-09,"3",270.001900004553,4780,90,5155,285,204,5359,5611,460028.188209504,43
"#_4_25_1","4","25",2000,2017-05-09,"1",424.482701005909,4808,102,5189,279,221,5410,5678,718884.405225928,43
"#_4_25_2","4","25",2000,2017-05-09,"2",378.441826204609,4756,397,5565,412,282,5847,6094,590702.108772275,43
"#_4_25_3","4","25",2000,2017-05-09,"3",392.576667848998,4770,109,5200,321,234,5434,5688,658435.550506231,43
"#_4_Control_1","4","0",2000,2017-05-09,"1",418.751485279322,4786,37,5094,271,220,5314,5555,721564.215498411,43
"#_4_Control_2","4","0",100,2017-05-09,"2",999.001256051498,4610,24,4931,297,470,5401,5599,.,43
"#_4_Control_3","4","0",2000,2017-05-09,"3",216.335241522159,4646,209,5134,279,319,5453,5759,349051.408964039,43
"#_5_400_1","5","400",100,2017-05-09,"1",298.526241819262,917,23892,26429,1620,2842,29271,36925,741.363747456366,43
"#_5_400_2","5","400",100,2017-05-09,"2",545.16303052232,407,46432,47773,934,5662,53435,67428,329.064117907374,43
"#_5_400_3","5","400",100,2017-05-09,"3",346.953968341832,1228,28949,31127,950,3139,34266,42915,992.798492657042,43
"#_5_200_1","5","200",2000,2017-05-09,"1",60.5355353231243,4339,703,5578,536,190,5768,5965,88068.2943057959,43
"#_5_200_2","5","200",2000,2017-05-09,"2",231.326331742007,4644,447,5342,251,161,5503,5650,380275.92375571,43
"#_5_200_3","5","200",100,2017-05-09,"3",674.969275450715,3907,1371,5548,270,1467,7015,8068,32685.9811500489,43
"#_5_100_1","5","100",2000,2017-05-09,"1",139.663819993798,4552,224,5123,347,149,5272,5391,235855.948288543,43
"#_5_100_2","5","100",2000,2017-05-09,"2",123.543388438019,4586,248,5149,315,141,5290,5408,209530.317816847,43
"#_5_100_3","5","100",2000,2017-05-09,"3",238.827429640807,4529,257,5163,377,140,5303,5403,400388.461537374,43
"#_5_50_1","5","50",2000,2017-05-09,"1",163.057125893179,4555,110,5023,358,138,5161,5234,283807.87483509,43
"#_5_50_2","5","50",2000,2017-05-09,"2",278.990932604901,4323,161,5005,521,229,5234,5292,455811.716421386,43
"#_5_50_3","5","50",2000,2017-05-09,"3",270.647457091457,4331,171,5073,571,158,5231,5310,441496.849967269,43
"#_5_25_1","5","25",2000,2017-05-09,"1",315.861811813475,4529,124,4986,333,191,5177,5254,544552.015874849,43
"#_5_25_2","5","25",2000,2017-05-09,"2",170.614662346434,4623,426,5429,380,151,5580,5612,281094.648619945,43
"#_5_25_3","5","25",2000,2017-05-09,"3",422.056328479804,4559,82,4966,325,197,5163,5216,737789.417768185,43
"#_5_Control_1","5","0",2000,2017-05-09,"1",223.647936670496,4547,104,5013,362,128,5141,5200,391125.833861825,43
"#_5_Control_2","5","0",2000,2017-05-09,"2",2.46561196064412,18,173,198,7,52,250,305,.,43
"#_5_Control_3","5","0",2000,2017-05-09,"3",2.06141245061356,33,149,195,13,30,225,255,.,43
